amount,transactions_today,distance_from_home,international,fraud
2993.520894267315,3,654.1174841780108,0,0
4610.152432765353,7,163.56574733628716,1,0
451.5775852390783,19,63.4896948147059,0,0
987.9544834715346,4,854.5050923182005,1,0
235.68417166358495,16,563.9461282688776,1,0
1633.398350508689,13,649.0952736374212,0,0
1949.4996755505151,19,307.2422507495741,0,0
1364.0316685517405,5,371.9549577376997,0,0
4145.400170668127,5,82.36744715297573,0,0
1790.1991002010104,4,856.9881878017734,0,0
1411.86320334003,2,592.4394500789348,0,0
2718.05345495966,13,83.62766317994064,1,0
713.2118826240657,16,804.5295997250006,1,0
4012.962933962658,2,444.1153695169745,1,0
382.0077119620564,19,765.1013501700132,1,0
4934.565813636581,17,12.619862089148004,0,0
3863.5013987903203,5,28.73969697212264,0,0
1001.5912508555203,18,170.78295878214468,1,0
37.55536444677597,18,210.91655614067983,0,0
4079.1525279896223,8,763.9555303101378,0,0
3537.2181457996094,15,706.6941640165982,1,1
3647.7457685245267,13,616.0881191298282,1,1
3858.6390299628692,13,884.8588964833389,1,1
379.4828121531109,16,247.14878365636628,1,0
1798.7439854359204,13,904.4049039044482,0,0
588.1866070303972,2,909.4710692651825,1,0
4316.886095119212,3,434.25976018686396,0,0
3120.257652869514,15,94.38620042016888,1,0
1661.1811440147194,19,726.559908189525,1,0
327.1561679272579,13,336.92867264707917,1,0
1561.8017853611543,5,794.9295174367306,0,0
1632.6647769134677,6,163.69028390380313,0,0
3650.73482990694,14,539.5151135743653,0,0
3191.4117820625133,4,508.0737303182109,0,0
4437.191585455869,19,100.3144905696135,1,0
2366.352476558127,7,363.33282567265843,1,0
606.7752872321255,4,84.75531344672804,1,0
3569.091488242745,2,464.74030951224745,1,0
3806.3173925983183,7,842.9045586137929,0,0
2810.7732158717863,3,270.2047633041317,1,0
3857.126227973259,15,764.8619871874374,1,1
2474.04002585831,1,183.42741561245634,1,0
2618.4368186161505,2,673.7349274906514,0,0
2143.429681609163,10,915.5373999304496,0,0
136.84144245303497,16,323.9280815657698,0,0
548.3782206965892,15,900.4116380886182,1,0
166.8316365768039,15,505.42092652639445,0,0
3185.687952206264,14,316.8051331656575,0,0
1578.6363455708702,14,896.5082351115315,1,0
2547.767748911867,6,32.03726676972818,0,0
4538.756704891204,14,28.01885127281045,1,0
1253.968223452886,17,599.8296042063329,1,0
2057.8107859477923,18,796.7507173302342,0,0
3780.200181329813,19,751.5463074381063,1,1
1151.7028458031962,17,79.46950335160552,1,0
394.12975004567704,16,950.2511935335579,1,0
1455.8597500397025,8,703.0635376375157,1,0
814.4942233974821,7,949.112053727739,0,0
4649.191285189439,12,329.0977589741021,1,0
4042.5206940264407,9,693.9391279828175,0,0
3170.684744987013,14,859.9387467334852,1,1
4358.588345036711,1,380.4642231542933,1,0
4020.3236637265813,10,964.8599187685701,1,1
940.9845938413189,17,264.992791220541,1,0
4463.869402464989,17,315.6136260212207,1,0
2701.317787159097,17,920.3285766270387,1,0
4039.126374268672,4,969.6597465027032,1,1
4481.495586618231,17,285.1957483051497,0,0
1596.8373401096007,18,136.39003964285845,0,0
559.159103393107,2,759.0554097105976,0,0
1147.396461084289,8,929.6652663004483,1,0
2141.267865245019,13,600.7136437018746,0,0
4091.8936819532405,15,634.5189544062467,1,1
4305.045610449154,9,762.9433341723002,0,0
44.69113135064161,3,153.08481884140824,0,0
2558.629039862053,3,973.4688964947393,1,0
2092.880905712407,2,364.3293847285948,1,0
1118.317974248944,1,628.2404259422626,1,0
608.1281829950772,14,468.6160204999928,1,0
1694.6997053041034,17,468.18097976484495,1,0
4715.11942252347,13,702.7443721197214,0,0
1622.7826307835685,19,994.6622988722544,1,0
2598.7652024993968,15,659.0598504959515,1,0
3518.0646048869376,14,794.0591315727352,1,1
1824.5117158726769,2,27.61605726227012,0,0
4859.192592777594,7,810.4273690648183,1,1
4812.612001761135,17,299.97588176829714,0,0
1266.393656168567,18,126.70184503466486,0,0
2491.2700444030033,6,113.33408544770585,0,0
1511.3827659856806,8,679.8748141696267,0,0
1431.3540669435633,2,997.61683604055,1,0
194.06586729911865,1,666.1950983728997,1,0
3051.726026559685,16,262.3481500667757,1,0
2518.368325912019,7,203.30597100293969,1,0
266.8789687374469,11,525.9570992680407,0,0
1400.445856540691,15,65.03929935070329,0,0
4542.246770973602,13,399.3308329271872,1,0
1205.4138344281923,2,666.2349040057875,1,0
733.0254117352032,14,967.6622758084842,1,0
2452.3692737850392,6,425.6534478156052,0,0
4928.395766011898,9,200.22394040730663,0,0
1217.855804842387,7,817.3624033727843,0,0
3363.956381555334,18,744.1995248606165,1,1
3810.4818804903007,9,859.7038882047439,0,0
1195.8113445220743,4,214.7187275428921,0,0
3643.7995795731795,9,404.8321958498351,0,0
1845.2378322690736,4,981.5544377230375,1,0
3165.2060946619617,12,158.04231977637352,0,0
3171.3132566968648,4,671.4508191554378,1,1
2683.5156735330447,14,237.18446154726402,1,0
460.5459525714974,7,500.1590062825443,1,0
4178.159452990298,13,800.5096457956879,0,0
1610.692524208962,8,488.586052555819,1,0
940.7273668952727,5,805.4816933119101,0,0
213.46795635827195,12,426.3349054403459,0,0
2958.5557865093265,13,999.3529298700329,1,0
3391.0461655929894,14,435.8282342202101,1,0
92.7732663500022,18,149.37947863782642,1,0
2565.344360913412,4,401.8695156492489,0,0
1140.2139182377105,18,742.5931846422301,1,0
3229.4122241431546,7,847.9377577586285,0,0
880.0884807349073,15,460.10329917626234,1,0
3457.779313131305,6,594.4768410584397,0,0
1939.8093780396816,16,844.8900678262903,1,0
4684.282643796305,8,813.5461799983198,1,1
696.2295112885063,16,657.7239053611328,0,0
1711.92109174079,16,815.0271042508549,1,0
576.2328709905395,3,575.9107583686371,1,0
4624.221155210028,17,4.648168925280638,1,0
4387.923373371095,9,41.2667844022232,1,0
1297.1287222986264,3,979.808399238183,0,0
3303.3203897105536,7,144.9920420027052,0,0
4087.938779004067,18,404.5164088234627,0,0
2780.452049881317,12,933.811275009968,0,0
2652.9563859964724,19,195.03948473304945,0,0
1216.842931593254,16,843.7913444665007,1,0
474.58281135143704,17,818.2675681595905,0,0
4487.1066321871,15,986.3296545513397,1,1
4503.086105245019,1,281.6818336481683,0,0
3169.176271793607,2,315.32535538014594,1,0
1701.7586573330163,8,902.8780010577865,0,0
1752.555777317178,2,234.07905920227955,1,0
3632.5188375624944,19,547.9009569871091,0,0
4486.58019716336,9,707.3449591910562,1,1
4436.561257082935,9,271.88424526288566,1,0
3901.578973829543,13,938.4129454447589,1,1
3213.737914309896,6,665.6975480739203,1,1
429.8584253252937,15,47.139308269825044,1,0
816.5272833321227,19,135.73753126091393,0,0
4493.7854007501255,15,190.7815700915636,1,0
3036.081007701354,18,244.9573639934497,1,0
55.89328756698194,7,730.6773700294365,1,0
516.3429989015002,11,88.9352447554681,0,0
3320.8738278491983,8,350.5946722761345,1,0
35.25730339263124,6,911.3833233280017,1,0
812.4321765733183,8,556.667686337004,0,0
2748.1816089392646,2,265.4965638385357,0,0
3462.5570364865393,19,957.0562964803099,1,1
3263.286684917977,16,244.31589196868242,1,0
1129.1038542081933,7,905.0996212676428,0,0
3563.774314524204,10,725.7696736145556,1,1
1193.8729466090324,12,740.5210369587861,1,0
1633.744493814746,17,764.9393184016161,1,0
3734.9921115389407,7,506.56931205720923,0,0
3251.6681662456012,8,814.5787260026688,1,1
4247.624818365948,7,836.1930977524903,1,1
3291.488332578713,4,360.48672167611704,0,0
2845.8599306440033,3,400.34451821637526,0,0
477.43709146218146,19,888.7567185390258,0,0
1844.9018572665732,15,524.7292604295243,1,0
1333.35981473181,4,866.9434959418691,1,0
1227.5083204616271,9,626.7694617578073,0,0
4865.322668214703,13,593.5677567490424,1,1
1971.5576460871343,18,30.98095327786188,0,0
4461.312310333796,16,277.8943978407498,1,0
3159.381743726342,1,502.05764690231814,1,1
3976.1084046728256,4,587.317172134701,1,1
2518.1590945949088,18,630.4345290007342,1,0
2888.750384285532,8,716.222825011617,1,0
2467.663292156131,16,656.2334322936318,1,0
984.262509112242,11,848.5767073958003,0,0
3615.0360551549115,19,295.47034288751337,1,0
1411.0540885798705,19,641.5699856658924,0,0
131.33667249295468,18,51.159514196271296,1,0
3230.9067565767673,19,480.1900773220279,0,0
893.7822902411742,11,268.0329659518925,0,0
4702.888335921042,3,380.88714829469603,1,0
4770.103599242911,8,354.66275176495907,1,0
4575.173307200038,19,60.43067715263773,1,0
1857.0919142746675,10,466.64580075137553,0,0
87.12851647904847,16,994.6292879915534,1,0
4642.309627312749,5,298.9360568364836,1,0
2146.6389001033986,9,736.1459716682507,1,0
4833.607547027911,8,547.7883349204357,1,1
4818.463685675371,11,325.2253005314737,0,0
4266.517182782127,16,89.60706039242116,1,0
1479.2999714272325,7,215.85790076521238,0,0
1931.6376657236071,15,781.853539490244,0,0
4257.171990869116,17,279.0201774186454,1,0
1591.4408057298256,6,144.30248241185316,1,0
855.7688059636015,15,331.2983404606731,0,0
2788.4382996671675,8,584.0429522276902,1,0
4681.412323062297,7,703.4631642899991,0,0
3483.1886854081154,2,387.36483696958004,0,0
2854.6052387459313,13,498.147157078349,1,0
494.910703916135,6,454.9166920334615,1,0
3078.886061228857,5,9.003349923426885,1,0
4950.368712020274,1,395.60047485584823,0,0
709.0192360302549,18,587.319810172082,0,0
2596.464965295046,15,569.944716415761,1,0
4388.091628920498,10,749.7675583342468,1,1
3706.4354025934804,3,670.3759104353387,0,0
3488.108547566387,5,276.80679711615375,0,0
3515.395579095675,13,255.6436715589626,1,0
1803.8608445865782,8,464.1417980634341,0,0
1475.0233028798218,2,732.9696677216548,1,0
4048.712165837783,9,93.82730657596439,0,0
4052.465839449112,17,948.3265830361623,1,1
4336.690869714717,18,543.1531237064316,1,1
4567.070357256792,13,306.4083949335007,0,0
2561.5985703160795,1,693.3912308814259,0,0
2512.566310489126,12,44.72581624310179,1,0
3993.492943044208,5,484.39691578306287,1,0
3253.3200145810483,8,485.969647463809,1,0
3512.8147175159397,15,161.9752849093503,1,0
3981.0054204861444,3,837.3878159418832,0,0
4451.1266556696555,6,796.8121186802541,1,1
1696.5958326891637,13,152.73239445370902,0,0
1884.1589336733207,12,363.8272935633775,0,0
478.96987980593633,19,100.42955663088793,1,0
2895.6179035709083,18,848.6087568391968,0,0
189.35194624574302,1,323.32010374864086,0,0
2333.334110480976,7,439.31630785765276,1,0
2717.7967271908074,12,323.87195002056643,1,0
1439.8408481201393,10,310.026016464951,1,0
2958.2579702393637,12,747.302253748589,1,0
162.19624719585664,11,747.5662341798231,1,0
196.36746185857993,4,517.7881704805694,0,0
4114.776797691695,19,657.6169493263143,1,1
1807.3513006422017,6,511.6631973579566,1,0
644.0319581329051,9,28.589209939715033,0,0
2615.9938676734737,10,66.00643312993249,1,0
3852.267829962068,5,383.7405695128313,1,0
1086.9469272092474,13,749.7463586283942,1,0
3118.2234743368113,9,913.226228134345,0,0
435.8838503189023,2,29.708305346752617,1,0
267.8917886313524,18,368.030052686807,1,0
2661.4596115250583,1,223.7824361164109,1,0
2707.7692568344314,12,815.2052811654619,1,0
3190.775208476051,10,845.9681446546412,1,1
3633.195755276081,2,206.40886769189527,0,0
4879.5018765180475,9,710.8272534348722,1,1
2586.3387380229647,2,731.7560373014286,1,0
1621.5527999768174,14,177.05769678257033,1,0
3977.9791118958315,11,433.6959170082357,1,0
1361.4529337977503,11,620.3378054437995,1,0
2200.4673893211243,17,26.06660693259888,0,0
401.4973428979071,4,404.59183304588277,0,0
136.50020964313296,13,154.95823294762067,1,0
4813.615589242846,7,541.8965011208873,1,1
4181.540801355907,16,842.9175834609547,0,0
3482.911288407553,1,524.7539386260372,0,0
2050.675192627207,13,35.98359620868396,0,0
874.7386571535204,1,29.65724559679117,1,0
790.6208429287194,11,605.5031459041493,0,0
1258.7120618413308,6,327.9815585256125,1,0
2750.6410568835413,3,572.6665034718926,1,0
3575.833654273311,12,163.6371089159876,0,0
3304.384909821479,5,776.8623528361118,1,1
1406.8701457602547,9,860.7197057335678,1,0
4774.777750509338,12,889.2256020848937,0,0
3692.105614311885,10,304.0745888313513,1,0
2776.2267220318895,19,660.7353676247317,0,0
3062.4865237094177,5,279.0423871302602,0,0
2103.8043115146716,5,762.7568208115785,0,0
1246.1776376107757,9,120.52500222632356,1,0
1786.3036664697954,17,762.7648111211612,0,0
3791.652091217202,10,439.72863766353476,0,0
81.82350826248178,1,855.5494904355281,1,0
589.202476129512,16,738.9308599861465,0,0
239.55318368854623,15,376.51964069648494,1,0
213.23672357166097,17,903.5391853604525,1,0
4278.748314214926,13,283.33713927531034,0,0
3521.252718306318,1,966.9886314359233,0,0
2376.127407145753,8,767.2033839556843,1,0
498.1924616484974,5,990.6748512711893,0,0
2463.1632168329934,6,53.90461639847754,1,0
2372.624136195023,14,274.03604587713085,0,0
874.2773308509758,11,741.2642565144732,1,0
2174.9197296974853,6,922.2497012503753,0,0
1998.5386246428934,11,28.77081711945295,0,0
3083.09198928056,13,0.009295975584744376,1,0
3179.1173178295426,12,256.24262925624777,0,0
236.06700876250216,2,852.7786766315613,0,0
1879.3169469860914,3,767.1531021432249,1,0
3133.0409794140396,4,340.277462168857,1,0
2520.6499303146375,17,2.011264345435748,1,0
4283.884307529728,6,554.7057409537272,0,0
3296.8812217785357,7,237.95547145095085,0,0
823.0427911363341,15,745.6089284998436,1,0
362.1380495281449,11,446.34966438262603,1,0
3215.672198249515,3,678.6019230476671,0,0
142.29143960269286,6,852.3088298882902,1,0
2933.020150554582,2,535.7597995185033,1,0
4701.748904710538,14,335.95554072829236,1,0
2881.616147600636,9,769.543546015249,0,0
1946.9679317705443,18,265.1872397711779,0,0
3220.0082100273426,19,891.5188161064341,1,1
2296.681923552668,12,71.42764673293578,0,0
2732.6277786865153,13,835.4686411085447,0,0
4707.909395794861,12,91.55572727095107,1,0
1936.6521626258634,12,56.13698040981574,0,0
4806.340913481332,18,363.2569373481609,1,0
4527.699703360758,9,956.5493544748281,0,0
986.9977625985892,17,983.4860541916022,1,0
356.11289136707563,16,202.0705009661593,1,0
512.8822268733591,17,148.63755566206615,1,0
100.92691000123314,8,352.9533315547776,0,0
481.2703741720827,11,337.0868408810738,1,0
3418.2037993476206,2,759.5928827379745,0,0
365.23135581654265,8,443.99902074672616,1,0
1601.688395165869,12,779.8835857345133,0,0
4225.927801737578,1,748.7130970250458,1,1
126.12695932177107,13,578.3104301259233,1,0
4074.1977281187897,17,833.5120997416551,0,0
1416.4553261192657,14,195.6477465527071,1,0
599.6424898320647,14,161.8104956605133,1,0
3486.7184551671116,16,750.6502585026682,0,0
3148.4248054316213,17,244.79706215529552,0,0
4388.585347499994,6,2.7943838203846605,1,0
3678.00450858139,7,911.9601686445382,1,1
4019.3698426203946,1,622.9370580330628,0,0
1417.3525171308193,15,444.9376980079407,1,0
895.4233234608168,18,725.7365100090378,1,0
3755.567610687883,13,333.33173311528583,0,0
4036.1053489436476,2,953.6660570954177,1,1
4952.62065858336,19,68.6202889474109,1,0
2068.962207788018,15,640.948190662361,0,0
1866.370248105988,12,777.2894828612735,1,0
3884.3006741025642,15,469.1259078935094,1,0
1710.609665862559,18,754.9683550660359,1,0
4654.479054761788,14,926.9103978785694,1,1
4293.4796316966285,6,743.9939006792845,1,1
2150.680196601342,12,309.3668671363111,0,0
3756.846628279572,6,561.8463747192025,1,1
3775.1689416825648,9,911.6035178596233,1,1
524.5881054913037,4,449.0977254824927,0,0
4513.739004331038,17,681.6984949157148,1,1
2531.2093385148073,2,465.5147251288725,1,0
4134.0227558776305,16,121.34415694036215,1,0
1607.0475091427527,14,58.5976358762752,0,0
4478.66091019604,8,952.2739596286872,1,1
1952.116376883474,14,612.5417734210956,0,0
64.07988088668881,2,103.81491312249157,0,0
4527.8560623321255,16,857.4385584698381,1,1
465.52051716280647,4,522.6931365108132,0,0
1603.37505157617,1,771.9321122398733,0,0
4750.809215583517,14,126.75619562541507,0,0
4753.529663218405,8,906.9104318295861,0,0
2871.455061735198,3,590.5354396820256,1,0
3162.867688727298,5,738.2606807490411,1,1
2247.743154671816,6,31.37968801685298,1,0
1473.121750773342,8,315.30490019900316,1,0
1650.0360813958807,6,267.4454143954117,0,0
3365.8670958244215,6,949.5949952878708,1,1
3764.348901894023,4,185.33856888033606,1,0
3959.979428191984,7,707.0517267140925,0,0
3950.1945325448237,19,42.753537749293024,1,0
465.11845421296493,7,197.68408569423858,0,0
2477.1573204658816,3,338.59735425435275,1,0
297.21821248305497,8,794.5058478747417,1,0
2752.1491227954402,1,789.9765800618004,1,0
2213.2372018531514,1,952.6018617431619,0,0
4439.643871963915,14,916.7675026668848,1,1
1761.0659126348726,6,81.51459504501635,1,0
594.1644119737532,10,829.8677221446958,0,0
723.528493443651,14,451.1735795400168,1,0
3809.9380522701863,4,865.8860907297334,1,1
3094.908135948143,6,89.28625153113057,0,0
514.6021538527234,16,822.7691015073357,0,0
429.6929625138372,1,159.6425190007743,1,0
3507.835965981009,6,333.8416300693422,0,0
373.0874017573257,9,28.84840029002167,0,0
4111.0816958588775,15,123.72808818713854,0,0
3534.148713510916,12,445.7258854123827,1,0
415.93041540307985,3,818.3383356344704,1,0
433.34019328510766,11,773.6697713650498,0,0
4933.331496720865,15,235.29776177631322,0,0
1877.6112708230405,3,151.690449069281,1,0
1859.5043138637857,14,389.26346298177003,0,0
4065.869840614938,2,883.2683472128847,0,0
4736.770401145455,4,91.42507416300316,1,0
4930.145308476126,19,542.9140103443502,1,1
3769.3571444421186,12,88.8074794030419,1,0
1887.5353317992697,2,470.21212116423897,0,0
426.66857632635714,17,126.79151216098228,0,0
3887.9631104779096,3,80.33693499936479,0,0
2796.437206181667,10,190.84933306358477,1,0
2126.8678261424116,16,255.25601936876618,0,0
4532.708381622732,9,276.26537913142477,1,0
564.8754367076951,11,645.2679472473328,1,0
2468.1992704113873,15,54.98187562288126,0,0
66.65468738942116,3,80.80905990536414,1,0
2348.61660355069,16,188.7061614792671,0,0
290.9533456523684,12,872.063069181422,0,0
602.9014021776788,5,628.6049260632328,1,0
596.4559714177534,7,730.3696591879556,0,0
3249.559407559157,9,370.36215555765915,1,0
3732.763947534462,18,213.22034907000088,1,0
2921.0101378348263,8,37.961360962912806,1,0
4811.241016887964,12,488.53561997189223,0,0
1880.6041918232834,2,574.2809642273129,0,0
1435.703310546485,10,897.0027943777118,0,0
4344.309649665407,19,882.0929787489939,1,1
1125.7432342120687,9,424.68515847225495,1,0
4816.480471808651,8,423.57792900346215,0,0
70.65082870218355,1,161.1228967158337,1,0
4849.695345271119,6,257.44898784259084,0,0
225.3679606333748,12,925.6635763208915,0,0
4456.804137353375,19,141.0360109352021,0,0
2643.228534340636,17,968.6995467436516,0,0
4964.894332635308,2,504.7385502151964,1,1
378.24485802964034,11,456.6067747668311,0,0
2773.7328791625905,18,174.6383806863545,1,0
4846.819652739304,11,661.5412504824808,1,1
2620.2582424090424,18,459.84551836224784,0,0
3150.69920429496,8,370.66306791322125,0,0
3481.7859580332397,15,264.51621858529194,1,0
2278.1599131911885,9,66.48680301487198,0,0
3141.5148196194764,15,519.3281165510958,1,1
2925.7284164962703,7,312.90833305863674,1,0
4506.778472350035,13,707.8652030027721,1,1
236.77743790387478,13,723.5223567491524,1,0
1412.0063160652294,1,332.10701153779644,0,0
4752.553305542028,4,669.1206835667609,0,0
4452.416281615672,4,258.6752402794943,0,0
2283.7271964007077,4,727.173726242153,1,0
3104.461663029668,13,16.077145545221995,0,0
1394.132103075852,2,151.60876698531277,1,0
948.7245870215689,15,245.0086619074362,1,0
2323.855040650511,4,772.9354869865064,1,0
1773.2276178500035,6,66.37625308440853,0,0
2922.4439981358514,3,188.05714371553094,0,0
397.8958384552743,7,358.62410550519405,1,0
4872.230090254171,6,9.174994152910898,0,0
4931.191614953218,3,762.1209753744085,1,1
3493.826952958528,4,560.1051496721345,0,0
2685.120868057161,10,900.6793870200173,0,0
1554.5428052687755,9,31.031032544945436,0,0
4070.837148337674,6,271.39068376632025,1,0
3426.8085510438577,11,731.2516574367022,0,0
821.4585273310075,7,675.1494194489744,0,0
4555.526650624274,18,243.05744060470792,1,0
4114.460842186613,4,595.6877349680622,0,0
4749.501567326701,5,793.7576531077538,1,1
3631.3403468579163,4,33.380703334614736,0,0
3070.9418277195914,4,717.6283968694148,1,1
2097.032751090188,13,252.09706511397556,1,0
4664.315131936526,16,947.8512885341323,0,0
4331.658808607038,14,538.2202213611083,1,1
235.64116382988513,11,33.38618263128112,1,0
141.5712027412875,2,403.43061878255526,0,0
1888.5522007214674,14,966.3118582194858,0,0
4054.6611206013463,7,730.3729932442136,0,0
4936.507885281573,11,300.4790036864622,0,0
760.5802866066057,4,575.2672943138663,1,0
2974.712269607154,7,599.1013556195962,1,0
1910.6453745887973,16,23.348160783210226,0,0
4849.87284509487,6,178.833361249222,0,0
4212.173426447186,6,551.7769383122278,0,0
4193.260236508578,2,402.752558490689,0,0
2348.778867376902,8,190.03781452016077,1,0
2079.949316664949,7,772.6687348641699,1,0
1374.3012889342242,14,488.9948806787626,1,0
291.3137282881263,9,309.9731423668491,1,0
4324.964657512715,15,161.67734641574594,1,0
4066.376035559087,18,611.1633627916309,0,0
4998.591189697791,12,666.2613026613708,0,0
4983.217816998788,19,669.5972165770953,1,1
2781.604210957111,13,220.28736028870276,1,0
3847.2472017507475,7,595.3384072223521,0,0
4724.380992113316,10,905.4064648584275,1,1
4249.740479480283,10,353.1876007629875,1,0
1244.2670276985564,2,210.7669326418441,1,0
2258.215235197367,14,772.149516020762,1,0
654.50548160596,13,176.88294015945138,0,0
4770.714626021025,6,253.74872039489193,1,0
3034.8114259098916,9,100.64439431196249,1,0
1150.927599462279,13,267.87431607466925,1,0
3361.786415185225,9,410.3350662149784,1,0
3094.4599198849,13,64.15786194299112,1,0
1797.2319629838742,5,871.7089108973005,0,0
576.6523850761488,14,513.6747922166857,0,0
3361.15024600807,5,588.1036318885305,0,0
2606.3354275099286,9,371.2857564334544,1,0
3863.86877476084,8,669.8352295539119,1,1
2605.615870548847,7,431.78173585103076,0,0
4262.385686589515,8,761.313774539245,0,0
2764.015125484683,3,821.4021435154071,1,0
2809.0804779615773,15,671.8491118865228,1,0
4384.501477265142,8,491.33561917423054,0,0
2023.3795023998612,1,782.2693506022276,1,0
678.7359899686973,7,494.2853114048491,1,0
153.62555480356147,19,111.50990436956876,0,0
3778.1349058113587,2,116.3402232441062,1,0
3105.3446612537887,14,948.5831396330012,1,1
3523.358042815126,18,213.56300845787612,1,0
1072.6911659294647,15,815.9249910219763,0,0
690.4936631779811,14,246.70540727502853,1,0
82.57788168273082,19,430.7800938568164,1,0
1759.431918444919,19,654.9481120981441,0,0
2953.689257404619,17,158.86717289590413,1,0
1967.2977850476643,19,737.2464883638775,1,0
2192.999860898408,16,689.9129725565383,1,0
4521.751885523805,19,543.0828891057829,0,0
1747.7947804462688,1,565.8897560424324,0,0
2574.807550907456,19,105.77179352159038,1,0
3920.428533578304,7,435.9491504351223,0,0
1988.748483783138,11,86.5713953576246,0,0
3114.2126341370886,5,307.8632910335106,0,0
4313.1949066462585,17,900.3121410906335,0,0
4748.107912051634,11,574.533400554792,0,0
743.8966698358993,8,742.7034381526815,0,0
4633.672249555857,10,573.8858673758923,0,0
2465.6603024668957,12,194.23675800664907,0,0
1298.6394976118022,10,594.8083157798915,0,0
2301.0874236289237,13,755.3880773055249,1,0
4900.36255067453,18,138.4050028670275,0,0
2468.1642890244193,10,816.9067100945848,0,0
1650.470535334666,19,555.3921789782959,1,0
3170.6702630404616,17,4.2752021687813,1,0
1208.3266377031835,16,519.7784863379769,1,0
388.55800726223293,5,395.6714921368296,1,0
653.1098123341396,3,296.44651128998754,0,0
648.9487363992845,15,771.2572199178752,0,0
767.9944406263488,2,899.4998836588509,0,0
702.7475915205566,13,762.6530893451102,1,0
3207.964976568041,8,846.7725815908732,0,0
917.5816211517326,17,908.7809432111732,0,0
1734.8797437860774,4,912.6293113764777,1,0
4484.974165430999,19,114.63814299675745,1,0
2375.068584911733,9,456.38548888716144,1,0
3341.1131152199255,15,0.2864743929102964,1,0
869.8761572961329,9,506.4625847036726,1,0
969.5222038552672,9,924.2439343437908,0,0
213.93439516972953,14,199.1022903981734,1,0
852.985964730101,16,639.7866287665796,1,0
1400.1657917694736,17,644.3790464178936,0,0
893.2823165409666,13,160.35398468777296,0,0
452.6256434477075,9,238.52743931746033,0,0
611.9729967919981,15,462.02178396024107,1,0
2309.286052483302,7,188.20937645434543,1,0
1039.6052548449047,1,584.9939785245091,0,0
1827.7066066298964,1,484.54173102226906,0,0
2522.0521815657357,5,519.1981785123731,1,0
3455.070194860533,9,134.46755282055523,0,0
206.1675778070837,12,517.2518254386434,0,0
3999.057890556123,6,49.47819105413931,0,0
3143.2229435596296,13,881.5352980116817,0,0
417.9775694248708,8,343.2496908055924,1,0
4369.157334292819,15,856.3373248357075,1,1
4605.153278653748,6,701.6563687448438,1,1
314.7790196757701,6,766.172589297181,0,0
1391.6194642545465,4,314.5444945389227,1,0
4032.9443861673763,11,227.74393983405517,1,0
3743.8158550144553,18,406.74055384111483,0,0
930.7598865883228,3,24.225862412799337,0,0
1054.6531234501845,3,918.7556768683495,1,0
1858.655792928996,12,387.0142659661245,0,0
2427.7696961031966,6,988.556604843565,0,0
3095.091309936177,6,761.4494208074128,1,1
